close,price_change,percent_change,high,low,open,previous_close,timestamp,SMA_20,SMA_50,EMA_20,EMA_50,volatility,RSI
94185,-515.0099999999948,-0.543833099912022,95450.1,93711.19,94700.01,94700,2025-01-11 23:25:15,,,94185.0,94185.0,,
94185,-515.0099999999948,-0.543833099912022,95450.1,93711.19,94700.01,94700,2025-01-11 23:25:15,,,94185.0,94185.0,,
94185,-515.0099999999948,-0.543833099912022,95450.1,93711.19,94700.01,94700,2025-01-11 23:25:15,,,94185.0,94185.0,,
94185,-515.0099999999948,-0.543833099912022,95450.1,93711.19,94700.01,94700,2025-01-11 23:25:15,,,94185.0,94185.0,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
94174.29,-504.2600000000093,-0.5326021575108716,95450.1,93711.19,94678.55,94678.54,2025-01-11 23:25:34,,,94174.29,94174.29,,
104222.6,-933.3899999999994,-0.8876241857453858,105865.22,102277.55,105155.99,105155.98,2025-01-17 19:34:41,,,104222.6,104222.6,,
104222.6,-933.3899999999994,-0.8876241857453858,105865.22,102277.55,105155.99,105155.98,2025-01-17 19:34:41,,,104222.6,104222.6,,
104222.6,-933.3899999999994,-0.8876241857453858,105865.22,102277.55,105155.99,105155.98,2025-01-17 19:34:41,,,104222.6,104222.6,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104191.07,-960.0699999999924,-0.9130381277844373,105865.22,102277.55,105151.14,105151.14,2025-01-17 19:35:00,,,104191.07,104191.07,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104185.57,-1005.1699999999983,-0.955568902738015,105865.22,102277.55,105190.74,105190.74,2025-01-17 19:35:20,,,104185.57,104185.57,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104198.65,-1052.520000000004,-1.0000078858980894,105865.22,102277.55,105251.17,105251.17,2025-01-17 19:35:39,,,104198.65,104198.65,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104116.59,-1116.8899999999994,-1.061344735534736,105865.22,102277.55,105233.48,105233.47,2025-01-17 19:35:58,,,104116.59,104116.59,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104198.28,-1039.2900000000081,-0.9875655623747376,105865.22,102277.55,105237.57,105237.57,2025-01-17 19:36:17,,,104198.28,104198.28,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104201.33,-1042.6600000000035,-0.9907074028645279,105865.22,102277.55,105243.99,105243.18,2025-01-17 19:36:36,,,104201.33,104201.33,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104231.99,-981.6100000000006,-0.9329687416835852,105865.22,102277.55,105213.6,105213.61,2025-01-17 19:36:55,,,104231.99,104231.99,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104237.77,-936.2200000000012,-0.8901630526711035,105865.22,102277.55,105173.99,105173.99,2025-01-17 19:37:14,,,104237.77,104237.77,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104212.37,-985.2600000000093,-0.936580035120572,105865.22,102277.55,105197.63,105197.64,2025-01-17 19:37:33,,,104212.37,104212.37,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104214.22,-1025.770000000004,-0.974696025721785,105865.22,102277.55,105239.99,105240,2025-01-17 19:37:52,,,104214.22,104214.22,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.52,-1065.4199999999983,-1.0116705506464811,105865.22,102277.55,105312.94,105312.95,2025-01-17 19:38:11,,,104247.52,104247.52,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.51,-1040.9500000000116,-0.9886648546289037,105865.22,102277.55,105288.46,105288.46,2025-01-17 19:38:30,,,104247.51,104247.51,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104247.52,-1096.3699999999953,-1.0407532890611837,105865.22,102277.55,105343.89,105343.89,2025-01-17 19:38:49,,,104247.52,104247.52,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104236.37,-1176.4199999999983,-1.1160125825338636,105865.22,102277.55,105412.79,105412.79,2025-01-17 19:39:08,,,104236.37,104236.37,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104225.97,-1142.6499999999942,-1.0844310194059619,105865.22,102277.55,105368.62,105368.62,2025-01-17 19:39:27,,,104225.97,104225.97,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104247.52,-1109.0800000000017,-1.0526915257326086,105865.22,102277.55,105356.6,105356.61,2025-01-17 19:39:45,,,104247.52,104247.52,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104260.87,-1083.0400000000081,-1.0280992987634578,105865.22,102277.55,105343.91,105343.92,2025-01-17 19:40:05,,,104260.87,104260.87,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104262.5,-1093.479999999996,-1.0378907775334594,105865.22,102277.55,105355.98,105355.99,2025-01-17 19:40:23,,,104262.5,104262.5,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104310,-1060.7400000000052,-1.0066741488196866,105865.22,102277.55,105370.74,105370.73,2025-01-17 19:40:43,,,104310.0,104310.0,,
104296.26,-1096.300000000003,-1.040206253648268,105865.22,102277.55,105392.56,105392.56,2025-01-17 19:41:02,,,104296.26,104296.26,,
104296.26,-1096.300000000003,-1.040206253648268,105865.22,102277.55,105392.56,105392.56,2025-01-17 19:41:02,,,104296.26,104296.26,,
